app_name,username,rating,review,date,thumbs_up,review_length,review_clean
Netflix,Muh Fatir Galigo,1,"saya beli paket berangganan 1 bulan, tapi belum 20 hari sudah tdk bisa putar video👎👎👎",2026-05-08 20:43:48,0,85,saya beli paket berangganan bulan tapi belum hari sudah tdk bisa putar video
Netflix,Kartika Dewi,1,"gila si ini aplikasi ... udh 2 bln sya batalkan keanggotaan biar ga berlangganan trs tpi tetep aj tiap bulan dana sya ke ambil buat pembayaran otomatis ... ini gimna si cara nya buat ga berlangganan permanen susah bnr heran ... liat"" tutor ttep aj berlangganan ....",2026-05-08 20:23:27,0,265,gila si ini aplikasi udh bln sya batalkan keanggotaan biar ga berlangganan trs tpi tetep aj tiap bulan dana sya ke ambil buat pembayaran otomatis ini gimna si cara nya buat ga berlangganan permanen susah bnr heran liat tutor ttep aj berlangganan
Netflix,Nadiya Nadzka,5,banyak film menarik kadang kadang sampai banyak gk bisa move on dari salah 1 film,2026-05-08 20:12:55,0,81,banyak film menarik kadang kadang sampai banyak gk bisa move on dari salah film
Netflix,Etika Firdaus,1,ga bisa login wae njirrrr,2026-05-08 19:45:12,0,25,ga bisa login wae njirrrr
Netflix,Sahat Gabr,1,sangat bagus dan tentunya film nya tidak ramah,2026-05-08 19:08:27,0,46,sangat bagus dan tentunya film nya tidak ramah
Netflix,Sahrul Tiburru,1,update terus baru 🆕 habis update belom nikmati musik nya eh ada lagi update hapus,2026-05-08 18:02:52,1,81,update terus baru habis update belom nikmati musik nya eh ada lagi update hapus
Netflix,salis najib,1,saya rugi sudah berlangganan malah eror dan uang saya terkuras tanpa bisa menonton,2026-05-08 16:24:37,0,82,saya rugi sudah berlangganan malah eror dan uang saya terkuras tanpa bisa menonton
Netflix,Gho See Tjip,4,"bisa nonton apapun, dr negara manapun, asik",2026-05-08 13:58:49,0,43,bisa nonton apapun dr negara manapun asik
Netflix,Agnes Riawati,1,"Ga paham lagi sama ini aplikasi, bukannya semakin ok malah semakin jelek",2026-05-08 12:20:06,0,72,ga paham lagi sama ini aplikasi bukannya semakin ok malah semakin jelek
Netflix,Riko Andika,5,sangat jerni kualitas vidionya,2026-05-08 11:56:17,0,30,sangat jerni kualitas vidionya
Netflix,Clover Ivy,1,"Muak gw langganan. Sudah berapa kali ganti akun, tapi tetap aja bermasalah.",2026-05-08 11:56:01,0,75,muak gw langganan sudah berapa kali ganti akun tapi tetap aja bermasalah
Netflix,R. Roeby Prabowo,1,Well .....not good...i can't un instaled.,2026-05-08 11:41:18,0,41,well not good i can t un instaled
Netflix,Rosita Manalu,2,sumpah susah banget aku udah daftar tapi pas mau buat sandi nya kok salah aja sih susah nih bikjn kata sandinya apa aku kasib bintang dua deh biar di apgred lagi,2026-05-08 11:37:55,0,161,sumpah susah banget aku udah daftar tapi pas mau buat sandi nya kok salah aja sih susah nih bikjn kata sandinya apa aku kasib bintang dua deh biar di apgred lagi
Netflix,Nyinggahan Sukses,3,gak tau maslahnya dmna pdhal udh berlngganan yg pling tertinggi tpi tetep aja serasa gak jernih jernih amat,2026-05-08 10:29:10,0,107,gak tau maslahnya dmna pdhal udh berlngganan yg pling tertinggi tpi tetep aja serasa gak jernih jernih amat
Netflix,Aulian Pasha,5,saya suka sekali,2026-05-08 08:43:38,0,16,saya suka sekali
Netflix,Ihsan Aditya,1,Gak jelas ini aplikasi udahotomatis ambil duit gua di dana tapi nonton gak bisa 🤨malah muter aja terus,2026-05-08 06:45:46,1,102,gak jelas ini aplikasi udahotomatis ambil duit gua di dana tapi nonton gak bisa malah muter aja terus
Netflix,Resdi Tzy,5,seru² film nya🙌😃jos banget buat ditonton,2026-05-08 06:30:37,0,40,seru film nya jos banget buat ditonton
Netflix,Antox Asyik (Tokxic),1,No free payment. Buat akun langsung disodorin pembayaran. tidak ada kesempatan untuk lihat dulu secara Free.,2026-05-07 21:56:46,0,108,no free payment buat akun langsung disodorin pembayaran tidak ada kesempatan untuk lihat dulu secara free
Netflix,Fuza Fauzi,1,"kenapa ga bisa login pake gmail lain? selalu terjadi kesalahan mulu. tolong diperbaiki dong, klo tau gini nyesel buat download",2026-05-07 19:13:15,2,126,kenapa ga bisa login pake gmail lain selalu terjadi kesalahan mulu tolong diperbaiki dong klo tau gini nyesel buat download
Netflix,Muhammad Agusantio,1,"kenapa mau lihat film aja harus berlangganan dulu, ribet dan bikin males, harusnya kalo cuma mau lihat film di buka dulu aja acces nya, nanti kalo mau nonton baru berbayar, bikin ribet, soal nya mubazir kalo ternyata udah langganan tapi enggak ada film yang menarik, hargai pelanggan biar nyaman",2026-05-07 19:12:23,6,295,kenapa mau lihat film aja harus berlangganan dulu ribet dan bikin males harusnya kalo cuma mau lihat film di buka dulu aja acces nya nanti kalo mau nonton baru berbayar bikin ribet soal nya mubazir kalo ternyata udah langganan tapi enggak ada film yang menarik hargai pelanggan biar nyaman
Netflix,Nayla Listy,2,"saya mau nonton, udah bayar paket basic tapi kenapa tidak bisa? malah saya keluar, dan saldo 65 rb saya hangus, memang sedikit tapi itu menurut saya jumlah yang lumayan",2026-05-07 19:07:11,0,168,saya mau nonton udah bayar paket basic tapi kenapa tidak bisa malah saya keluar dan saldo rb saya hangus memang sedikit tapi itu menurut saya jumlah yang lumayan
Netflix,Vera Agnesia,1,kok gk bisa dftar atau masuk sih lewat hp? mau minta bantuan lewat mengobrol juga gk bisa..itu gk bisa ini gk bisa..,2026-05-07 17:54:03,0,116,kok gk bisa dftar atau masuk sih lewat hp mau minta bantuan lewat mengobrol juga gk bisa itu gk bisa ini gk bisa
Netflix,Hafidz Anantayudha,5,ohhkkee,2026-05-07 17:51:34,0,7,ohhkkee
Netflix,daysi nurul hakimah,5,baguss suka banget klo nonton di apps ini,2026-05-07 17:16:29,0,41,baguss suka banget klo nonton di apps ini
Netflix,Tiara Amelia,5,sangat bagus,2026-05-07 14:44:33,0,12,sangat bagus
Netflix,Ririn Ariyani,1,"KAGAK BISA MASUK, TERUS AJA TERJADI KESALAHAN, GIMANA SI INI DEVELOPER NYA",2026-05-07 11:10:24,0,74,kagak bisa masuk terus aja terjadi kesalahan gimana si ini developer nya
Netflix,J_ Anna,3,"saya membuat akun baru dan mulai berlanggan, berhasil dan saldo DANA tepotong. tapi netflix mengatakan saldo saya tidak mencukupi dan tidak bisa refund juga. setelah saya cari tau dan kembali masuk akun lama (berhasil). ternyata pembayaran yg saya lakukan terhubung ke akun lama saya 🙄. saya pikir,dana saya hilang.huuft",2026-05-07 10:14:06,1,320,saya membuat akun baru dan mulai berlanggan berhasil dan saldo dana tepotong tapi netflix mengatakan saldo saya tidak mencukupi dan tidak bisa refund juga setelah saya cari tau dan kembali masuk akun lama berhasil ternyata pembayaran yg saya lakukan terhubung ke akun lama saya saya pikir dana saya hilang huuft
Netflix,Komang Dila,1,ribet bgt anjg,2026-05-07 07:57:24,0,14,ribet bgt anjg
Netflix,Reci 910,1,"bayak film yang gaka ada,film lama2 semua,nyesal langanan Netfil;film nya gak ada yang barus",2026-05-07 02:25:08,0,92,bayak film yang gaka ada film lama semua nyesal langanan netfil film nya gak ada yang barus
Netflix,king rio,5,"sejak wwe pindah di netflix sya sangat suka,,, lebih simple buat nonton wwe faforit saya,,biaya berlangganan juga msh tergolong murah",2026-05-07 01:58:11,0,133,sejak wwe pindah di netflix sya sangat suka lebih simple buat nonton wwe faforit saya biaya berlangganan juga msh tergolong murah
Netflix,Fernanda Adis,3,"hanya satu kata dariku ""ribed""",2026-05-07 00:39:14,0,30,hanya satu kata dariku ribed
Netflix,Muhammad Syahrul Saleh,1,"jaringan aman tpi pas mau nonton film cuma loading doang mutar² terus error, rugi bngat udah langganan tpi tidak sesuai harapan. sangat kecewa",2026-05-07 00:30:46,1,142,jaringan aman tpi pas mau nonton film cuma loading doang mutar terus error rugi bngat udah langganan tpi tidak sesuai harapan sangat kecewa
Netflix,Agus Heru,2,Maaf admin 🙏 bintang 2 mau komplen soal login masuk ke perangkat android muncul (something went wrong).padahal dah ku update sama Jaringan oke apakah ada solusi padahal ini langganan pertama ku Lo pengalaman pertama jadi jelek Nyesel gua hm,2026-05-06 21:18:42,0,240,maaf admin bintang mau komplen soal login masuk ke perangkat android muncul something went wrong padahal dah ku update sama jaringan oke apakah ada solusi padahal ini langganan pertama ku lo pengalaman pertama jadi jelek nyesel gua hm
Netflix,Ahfat Hilal Maulana,3,"Aduh, ayo dong bisa ditonton lagi di ps3",2026-05-06 21:01:03,0,40,aduh ayo dong bisa ditonton lagi di ps
Netflix,khanza sagitarianti,1,gangguan mulu,2026-05-06 20:27:38,0,13,gangguan mulu
Netflix,Princess Silver,1,"saran aja ya min, kalo baru awal login bisa langsung daftar aja pake no hp atau email kek aplikasi lain. nanti kalo udah login, baru bisa pake VIP. jangan langsung harus masuk browser, keluar sana sini, harus VIP dan bayar. tapi pas udah bayar, tapi gak bisa login. kan penipuan jadinya!!",2026-05-06 20:00:47,0,288,saran aja ya min kalo baru awal login bisa langsung daftar aja pake no hp atau email kek aplikasi lain nanti kalo udah login baru bisa pake vip jangan langsung harus masuk browser keluar sana sini harus vip dan bayar tapi pas udah bayar tapi gak bisa login kan penipuan jadinya
Netflix,Wahyu Darmadiono,1,"save your pockets, not worthy, level error not rare which means it often errors even though you have subscribed",2026-05-06 19:51:34,0,111,save your pockets not worthy level error not rare which means it often errors even though you have subscribed
Netflix,Budi Sorey,1,pake berbayar mahal ada aplikasi lain yg murah gratis,2026-05-06 19:29:18,0,53,pake berbayar mahal ada aplikasi lain yg murah gratis
Netflix,Hiking Mountain,1,tololl masuk aja ribet harus bayar dulu baru bisa masuk daftar akun,2026-05-06 19:21:34,0,67,tololl masuk aja ribet harus bayar dulu baru bisa masuk daftar akun
Netflix,Zakia Wulandari,1,"eror mulu knapa sih, tolong segera diperbaiki",2026-05-06 18:59:12,0,45,eror mulu knapa sih tolong segera diperbaiki
Netflix,Sugianoor Sugianoor,5,Sangat memuaskan,2026-05-06 18:20:11,0,16,sangat memuaskan
Netflix,Fahirasalma Khumaira,5,"bagusss bgtttt, bisa nonton full",2026-05-06 17:09:41,0,32,bagusss bgtttt bisa nonton full
Netflix,Nazmia Areta,1,benerin dah sistem buat masuk aplikasinya muter muter mulu dah mana nyedot otomatis ovo giliran di login nin gabisa diakun yang sama padahal sandi sama akunnya sama tapi katanya eror kalo mau ngambil tanpa bisa di pake mending kaga usah buat aplikasi deh,2026-05-06 16:00:49,0,254,benerin dah sistem buat masuk aplikasinya muter muter mulu dah mana nyedot otomatis ovo giliran di login nin gabisa diakun yang sama padahal sandi sama akunnya sama tapi katanya eror kalo mau ngambil tanpa bisa di pake mending kaga usah buat aplikasi deh
Netflix,Alfian Damiansyah,5,"boros baterai, padahal udah pakai penghemat baterai",2026-05-06 15:39:07,0,51,boros baterai padahal udah pakai penghemat baterai
Netflix,EFebriani Mokchen,2,netflix ku tiba2 gak bisa dibuka,2026-05-06 15:00:49,0,32,netflix ku tiba gak bisa dibuka
Netflix,Febrian Purwoatmoko,1,kenapa harus bayar,2026-05-06 14:51:22,0,18,kenapa harus bayar
Netflix,Hanzs_prst Hanzs,5,baguslah pokoknya,2026-05-06 11:56:23,0,17,baguslah pokoknya
Netflix,Mas Yanto,1,"nih netflix kenapa dah pembayarannya langsung otomastis, kenapa gak ada confirm dulu gitu sama sekali, maen nyedot aja, udah mah filmnya gak lengkap, kadang suka error. gak lagi-lagi langganan di sini dah",2026-05-06 11:02:28,0,204,nih netflix kenapa dah pembayarannya langsung otomastis kenapa gak ada confirm dulu gitu sama sekali maen nyedot aja udah mah filmnya gak lengkap kadang suka error gak lagi lagi langganan di sini dah
Netflix,yona christofer,1,saham netflik dr 130 anjlok ke 92 anjloknya cepet banget. perbaiki dong kualitas dan kuantitas terhadap vidio dan managementnya. rating bintanya jg jelek. saya dulu penggemar netflik sekarang. kalah sama drama cina dan drama korea. hehehe,2026-05-06 10:22:00,0,238,saham netflik dr anjlok ke anjloknya cepet banget perbaiki dong kualitas dan kuantitas terhadap vidio dan managementnya rating bintanya jg jelek saya dulu penggemar netflik sekarang kalah sama drama cina dan drama korea hehehe
Netflix,GUSTAF LR,1,di android 5.1 tidak bisa login kecewa sih,2026-05-06 10:20:41,0,42,di android tidak bisa login kecewa sih
Netflix,Isa,1,"susah mau login, tunggu dalam beberapa menit, berapa menit apaan udb dri tdi malam anjirr",2026-05-06 09:20:16,1,89,susah mau login tunggu dalam beberapa menit berapa menit apaan udb dri tdi malam anjirr
Netflix,Akun Barumia,1,"baru juga beli langganan udah mentok logo aja terus gimana saya mau nonton coba? dikira bayar langganan pake daun kali ya, sangat disayangkan ini aplikasi ga sesuai ekspektasi",2026-05-06 07:13:55,3,175,baru juga beli langganan udah mentok logo aja terus gimana saya mau nonton coba dikira bayar langganan pake daun kali ya sangat disayangkan ini aplikasi ga sesuai ekspektasi
Netflix,Pengguna Google,1,"Paketnya sih tdk mahal amat lah ya, kebijakan dan aturannya yg menyebalkan, yakali beli paket paling atas tdk bisa dipakai di lokasi berbeda ?, bayangin aja punya keluarga besar biar bisa nobar sana sini, eh di blokir dengan alasan bukan rumah anda, lagi bepergian mau nonton diblokir bukan rumah anda lagi ?, udah gitu pakai Wifi kenceng dibilang kesalahan jaringan gagal memutar, ganti data selular speed tembus 100 Mbps ping jitter kecil oke malah kualitas videonya burik sendiri.",2026-05-06 06:54:51,5,483,paketnya sih tdk mahal amat lah ya kebijakan dan aturannya yg menyebalkan yakali beli paket paling atas tdk bisa dipakai di lokasi berbeda bayangin aja punya keluarga besar biar bisa nobar sana sini eh di blokir dengan alasan bukan rumah anda lagi bepergian mau nonton diblokir bukan rumah anda lagi udah gitu pakai wifi kenceng dibilang kesalahan jaringan gagal memutar ganti data selular speed tembus mbps ping jitter kecil oke malah kualitas videonya burik sendiri
Netflix,Mr. Hoky77,5,bagus aplikasinya,2026-05-06 05:01:19,0,17,bagus aplikasinya
Netflix,Muhammad Izudin,5,bagus banget aplikasi nya,2026-05-06 02:02:38,0,25,bagus banget aplikasi nya
Netflix,Andika Sadpas,1,"kesel sama aplikasi Netflix pemotongan otomatis shopepay tanpa memasukan pin ataupun sandi transaksi selama 4 bulan berturut-turut tanpa sepengetahuan yang punya akun,nyesel gua lebih baik hapus akun",2026-05-05 23:12:10,1,199,kesel sama aplikasi netflix pemotongan otomatis shopepay tanpa memasukan pin ataupun sandi transaksi selama bulan berturut turut tanpa sepengetahuan yang punya akun nyesel gua lebih baik hapus akun
Netflix,Yesenia Kwano,5,Ok lahh,2026-05-05 23:10:14,0,7,ok lahh
Netflix,A WE,1,Not compatible di android 14? aneh,2026-05-05 22:40:08,0,34,not compatible di android aneh
Netflix,Quenn Nessa,5,bagus banget,2026-05-05 20:07:15,0,12,bagus banget
Netflix,Shofia Ash' Saudah,2,"tolong dong pihak Netflix, error nya di atasi, pdhl kmrn kmrn dlu bagus aja gada terjadi kesalahan error dll, dan juga suka tiba tiba keluar sendiri dri Netflix pas msuk lg masalh kesalahan terjadi, pdhl udah coba semua solusi tp masih aja suka error, tolong diatasin yaa, ini sangat menganggu bgt ga bikin org tenang buat nonton, apalgi udah bayar"" buat lamgganan tpi malah error, yg lain pada kecewa. tolong yaa secepatnya semoga cpt membaik dn di atasi!",2026-05-05 19:02:30,7,456,tolong dong pihak netflix error nya di atasi pdhl kmrn kmrn dlu bagus aja gada terjadi kesalahan error dll dan juga suka tiba tiba keluar sendiri dri netflix pas msuk lg masalh kesalahan terjadi pdhl udah coba semua solusi tp masih aja suka error tolong diatasin yaa ini sangat menganggu bgt ga bikin org tenang buat nonton apalgi udah bayar buat lamgganan tpi malah error yg lain pada kecewa tolong yaa secepatnya semoga cpt membaik dn di atasi
Netflix,MAHFUL J,5,Baik,2026-05-05 18:04:23,0,4,baik
Netflix,Muhammad Rifai,1,eps 2,2026-05-05 17:21:22,0,5,eps
Netflix,Ismail Marzuki,5,bagus banget nggak perlu ke bioskop tapi minusnya harus nunggu dan bayar,2026-05-05 17:18:40,1,72,bagus banget nggak perlu ke bioskop tapi minusnya harus nunggu dan bayar
Netflix,Mizan Dipondok,4,bagus tapi login nya ituloh🤦,2026-05-05 17:13:27,0,28,bagus tapi login nya ituloh
Netflix,farid hisyam,1,"Perangkat saya terdeteksi menjadi bukan perangkat rumah , atau sedang diluar rumah dan tidak menggunakan jaringan yang sama padahal kondisi saya tetap dirumah , dan menggunakan jaringan yang sama seperti sebelumnya , saya beri bintang 1 dulu karena sejak dari kemarin akun saya sudah tidak bisa login lagi akibat masalah ini",2026-05-05 11:52:34,4,324,perangkat saya terdeteksi menjadi bukan perangkat rumah atau sedang diluar rumah dan tidak menggunakan jaringan yang sama padahal kondisi saya tetap dirumah dan menggunakan jaringan yang sama seperti sebelumnya saya beri bintang dulu karena sejak dari kemarin akun saya sudah tidak bisa login lagi akibat masalah ini
Netflix,Meti Tresnawati,5,"ini app berguna banget kalo semisal lagi bosen or lagi pengen nonnton, penyelamat nihh",2026-05-05 08:37:26,0,86,ini app berguna banget kalo semisal lagi bosen or lagi pengen nonnton penyelamat nihh
Netflix,Toko RR,3,"season tidak lengkap,anime tidak lengkap",2026-05-05 08:34:15,0,40,season tidak lengkap anime tidak lengkap
Netflix,Muhammad Jati Satya,3,"saya sdh berhenti berlanganan tp kenapa masih di ptong, kembalikan uang saya",2026-05-04 22:31:05,0,76,saya sdh berhenti berlanganan tp kenapa masih di ptong kembalikan uang saya
Netflix,Nero Losiata,1,enggak bisa di buat share screen,2026-05-04 21:54:05,0,32,enggak bisa di buat share screen
Netflix,Akhsan Arrafff,5,👍👍👍👍👍,2026-05-04 21:51:01,0,5,
Netflix,Juan Freedoom,1,sangat buruk,2026-05-04 20:27:52,0,12,sangat buruk
Netflix,Muza Kiara,5,suuka bbgtt bykk hiburraan,2026-05-04 18:53:03,0,26,suuka bbgtt bykk hiburraan
Netflix,Ziani Putri,1,Gabisa buat log in di Huawei matepad 11.5,2026-05-04 15:26:12,0,41,gabisa buat log in di huawei matepad
Netflix,AL HASBI,1,"aku udah paket premium baru download tapi pas ingin nonton malah GK ad tolong donk Netflix kenapa bisa gitu kayak film me before you, bridge to terabithia dan 500 days juga GK ada kecewa berat guysss💔💔💔💔💔💔😭😭😭",2026-05-04 15:17:06,1,208,aku udah paket premium baru download tapi pas ingin nonton malah gk ad tolong donk netflix kenapa bisa gitu kayak film me before you bridge to terabithia dan days juga gk ada kecewa berat guysss
Netflix,Alexander Pieter,1,"gak bisa masuk lewat tab, tapi dari hp bisa..",2026-05-04 14:42:20,1,45,gak bisa masuk lewat tab tapi dari hp bisa
Netflix,Farhan Dzaqwan,1,"tolong di perbaiki sistem loginnya masa mau login di laptop gabisa sedangkan di hp bisa,terus mau bayar masak susah juga tolong dipermudah sistemnya",2026-05-04 12:21:58,6,148,tolong di perbaiki sistem loginnya masa mau login di laptop gabisa sedangkan di hp bisa terus mau bayar masak susah juga tolong dipermudah sistemnya
Netflix,Yuli Yanti,1,ribet daftarnyh,2026-05-04 11:31:24,0,15,ribet daftarnyh
Netflix,Octavia S,4,"bagus, tapi bisa di permurah gak sih bayar langganan nya yang untuk versi hp.. 😖 coba permurah deh, yang untuk resolusi hp dan untuk 1 orang aja (1 device), kan kadang gak setiap hari juga di tonton, pas nyoba langganan malah bingung mau nonton apa..",2026-05-04 11:11:34,1,250,bagus tapi bisa di permurah gak sih bayar langganan nya yang untuk versi hp coba permurah deh yang untuk resolusi hp dan untuk orang aja device kan kadang gak setiap hari juga di tonton pas nyoba langganan malah bingung mau nonton apa
Netflix,caesar vito,1,"tida bsa masuk akun, terjadi kesalahan terus",2026-05-04 09:05:24,0,44,tida bsa masuk akun terjadi kesalahan terus
Netflix,Arisu,5,NICE APLIKASI,2026-05-04 08:44:39,0,13,nice aplikasi
Netflix,Neles Toma,5,super,2026-05-04 02:57:10,0,5,super
Netflix,afna br.saragih,1,"Sumpah ngeselin banget nih Aplikasi, udah dia pembayaran nya motong saldo dana otomatis, trus giliran udah dibayar malah gak bisa nonton, padahal jaringan wifi ataupun data seluler aman jaya, tapi kenapa dibuat nonton cuma muter terus???? Gimana sih ini apknya, udah langganan masih aja suka error. iya nyebelin banget suer tolong di perbaikin jangan suka motong saldo otomatis lahh",2026-05-04 00:14:00,8,382,sumpah ngeselin banget nih aplikasi udah dia pembayaran nya motong saldo dana otomatis trus giliran udah dibayar malah gak bisa nonton padahal jaringan wifi ataupun data seluler aman jaya tapi kenapa dibuat nonton cuma muter terus gimana sih ini apknya udah langganan masih aja suka error iya nyebelin banget suer tolong di perbaikin jangan suka motong saldo otomatis lahh
Netflix,Bibang Bi,3,"apk ga jelas, dana gua tiba"" terpotong sendiri, seharusnya ada notif apakah anda ingin bayar bulanan atau tidak, inihmah tiba"" kepotong sendiri aja, manah dana gua tinggal dikit lagi.",2026-05-03 23:56:35,2,183,apk ga jelas dana gua tiba terpotong sendiri seharusnya ada notif apakah anda ingin bayar bulanan atau tidak inihmah tiba kepotong sendiri aja manah dana gua tinggal dikit lagi
Netflix,ivan vasian,5,Luar biasa,2026-05-03 22:03:11,0,10,luar biasa
Netflix,Syaquilla 2020,5,"saya baru download, semoga tdk ada kendala dan gk bnyk iklan nya",2026-05-03 22:02:27,0,64,saya baru download semoga tdk ada kendala dan gk bnyk iklan nya
Netflix,Nella Amanda,1,"padahal udh beli paket nonton nya,malh nggk bisa,udah masuk nya di suruh keluar masuk keluar masuk,nggk jelas",2026-05-03 21:56:35,1,109,padahal udh beli paket nonton nya malh nggk bisa udah masuk nya di suruh keluar masuk keluar masuk nggk jelas
Netflix,Annisa Nuurul 'ilmi,1,"aneh, padahal jaringan wifi sudah kenceng, sinyal stabil, di pakai aplikasi lain yang lebih berat bisa. tapi kenapa pas mau nonton netflix malah loading terus, lama lagi loading nya",2026-05-03 20:45:02,1,181,aneh padahal jaringan wifi sudah kenceng sinyal stabil di pakai aplikasi lain yang lebih berat bisa tapi kenapa pas mau nonton netflix malah loading terus lama lagi loading nya
Netflix,Agus Kurniawan,5,untuk saat ini aman,2026-05-03 20:09:35,0,19,untuk saat ini aman
Netflix,Keyla Lavina,1,ɢᴀᴋ ʙɪsᴀ ᴍᴀsᴜᴋ 😿,2026-05-03 20:00:10,0,16,s s
Netflix,jimmy alexander,5,best of the best,2026-05-03 19:22:37,0,16,best of the best
Netflix,Galuh Arianto,1,"muter terussssssssss tolong perbaiki kualitasnya, sayang udah bayar ga bisa nonton",2026-05-03 19:07:17,0,82,muter terussssssssss tolong perbaiki kualitasnya sayang udah bayar ga bisa nonton
Netflix,Lyssa Ibrahim,2,"kenapa sekarang kwalitas video nya jelek banget, mana berbayar tiap bulannya. ngeselin",2026-05-03 16:09:49,0,86,kenapa sekarang kwalitas video nya jelek banget mana berbayar tiap bulannya ngeselin
Netflix,Ical Icalll,1,"tolong kembalikan dana saya,padahal saya sudah berhenti langganan tapi dana saya ketarik 🙏",2026-05-03 13:28:34,0,90,tolong kembalikan dana saya padahal saya sudah berhenti langganan tapi dana saya ketarik
Netflix,oemega78,5,Cocokb but nonto film,2026-05-03 13:15:06,0,21,cocokb but nonto film
Netflix,Ricky Boetak,1,udah bayar di hp gue film nya gk lengkap,2026-05-03 12:50:00,0,40,udah bayar di hp gue film nya gk lengkap
Netflix,Rapael Ramadhan,5,Koleksi film dan series-nya paling lengkap. Kualitas 4K-nya benar-benar memanjakan mata.,2026-05-03 10:30:09,1,88,koleksi film dan series nya paling lengkap kualitas k nya benar benar memanjakan mata
Netflix,AntO_JeR BlackBorn OFFICIAL,1,"aplikasi apa ini , semacam rampok saja memotong tanpa konfirmasi ...baik baik dong kalau mau potong langganan konfirmasi dahulu .main potong uang orang aja ini .parah bed.di tontong kaga di potong iya ..parah parah",2026-05-03 09:43:08,0,214,aplikasi apa ini semacam rampok saja memotong tanpa konfirmasi baik baik dong kalau mau potong langganan konfirmasi dahulu main potong uang orang aja ini parah bed di tontong kaga di potong iya parah parah
Netflix,Andika Jaya,1,oil apalah gua udah bayar tapi tidak login ke akun sendiri padahal gua mau nonton ajir admin kalau tidak bisa balikin uang gua aja,2026-05-03 09:07:04,0,130,oil apalah gua udah bayar tapi tidak login ke akun sendiri padahal gua mau nonton ajir admin kalau tidak bisa balikin uang gua aja
Netflix,Asprida Yanti,1,Ga bisa login di matepad Huawei padahal sebelumnya aman2 aja,2026-05-03 08:49:37,0,60,ga bisa login di matepad huawei padahal sebelumnya aman aja
Netflix,Samuel Agustinus,5,"bagus tapi ini tolong dong udah keluar aplikasi kenapa notif film yang sebelumnya di tonton gak bisa hilang, minta lanjut terus gak bisa hilang padahal udah nonton sampai selesai, ngebug ini notifnya, ganggu banget",2026-05-02 23:33:38,9,214,bagus tapi ini tolong dong udah keluar aplikasi kenapa notif film yang sebelumnya di tonton gak bisa hilang minta lanjut terus gak bisa hilang padahal udah nonton sampai selesai ngebug ini notifnya ganggu banget
Netflix,Ari Prasetyo,1,"sering eror lama lama. tiap mau masuk/ buka apk di handphone mentok di logo netflix diawal sampai berkali kali restart apk. ini apa sih, mana terlanjur perpanjang otomatis pula. sayangnya penilaian di sini gbs upload ss atau record hp biar orang lain ikut liat dan menilai",2026-05-02 23:33:13,7,272,sering eror lama lama tiap mau masuk buka apk di handphone mentok di logo netflix diawal sampai berkali kali restart apk ini apa sih mana terlanjur perpanjang otomatis pula sayangnya penilaian di sini gbs upload ss atau record hp biar orang lain ikut liat dan menilai
Netflix,Sandi Sandi,1,"masa tiba"" saldo saya di tarik langsung buat top up tanpa ada persetujuan bakal di top up apa nggak main ambil saldo aja",2026-05-02 22:51:22,0,120,masa tiba saldo saya di tarik langsung buat top up tanpa ada persetujuan bakal di top up apa nggak main ambil saldo aja
Netflix,Pedro Saputra,1,aplikasi buruk,2026-05-02 22:44:59,0,14,aplikasi buruk
Netflix,aliza malik,1,ga ada satupun film yang bisa di putar,2026-05-02 21:25:23,0,38,ga ada satupun film yang bisa di putar
Netflix,Princess_Borneo 1204,1,eps 29 terikat janji kenapa gak bisa di putar ???? netflix nih sering eror ih,2026-05-02 20:05:39,0,77,eps terikat janji kenapa gak bisa di putar netflix nih sering eror ih
Netflix,Dzaky SRG,1,"masa ngelag Mulu si padahal jaringan bagus loding Mulu gj gj, udh download lagi masih sama loding mulu",2026-05-02 18:00:24,0,102,masa ngelag mulu si padahal jaringan bagus loding mulu gj gj udh download lagi masih sama loding mulu
Netflix,Kalisa “Lisa”,1,kenapa sh akhir akhir ini sebel dah ga bisa Mulu mau masuk tuh anehh pliss lah perbaiki,2026-05-02 17:50:36,1,87,kenapa sh akhir akhir ini sebel dah ga bisa mulu mau masuk tuh anehh pliss lah perbaiki
Netflix,Ipul Mujib,1,kok isinya anak anak semua sih,2026-05-02 17:45:24,0,30,kok isinya anak anak semua sih
Netflix,Anathan Luthfi Zufari,5,"Udah bagus aplikasinya, banyak banget pilihan tontonan dari mulai barat sampai ke Indonesia. menurutku ini cocok sih buat orang yang baru mau nyoba langganan aplikasi streaming kayak gini.... lalu Netflix juga menyediakan serial The Walking Dead yang aku suka, namun aku punya request; tambahkan TwD: The one who live, TwD: Daryl Dixon, dan TwD: Dead city. soalnya aku udah mau tamat dan pengen nonton lanjutannya, namun di Netflix tidak menyediakan ini. kalo di suruh nilai aku kasih 8.9/10!",2026-05-02 16:11:12,0,492,udah bagus aplikasinya banyak banget pilihan tontonan dari mulai barat sampai ke indonesia menurutku ini cocok sih buat orang yang baru mau nyoba langganan aplikasi streaming kayak gini lalu netflix juga menyediakan serial the walking dead yang aku suka namun aku punya request tambahkan twd the one who live twd daryl dixon dan twd dead city soalnya aku udah mau tamat dan pengen nonton lanjutannya namun di netflix tidak menyediakan ini kalo di suruh nilai aku kasih
