app_name,username,rating,review,date,thumbs_up
Netflix,Pelari Malam,5,mantap,2026-04-17 22:38:24,0
Netflix,Agung Purnomo,1,kok bisa bisanya langsung motong saldo gak rekomendasi banget,2026-04-17 22:34:36,0
Netflix,gea giyangri,1,tidak bisa nonton di redmi pad,2026-04-17 22:09:30,0
Netflix,VIPx minang,2,"film nya itu itu aja,gk ada yg baru,",2026-04-17 21:30:22,0
Netflix,Shellomita Kamasean Isaura Timisela,5,saya suka dengan aplikasi nya bagus,2026-04-17 21:07:02,0
Netflix,Agoes Noersinggih,1,Kok bisa ya.. tanpa konfirmasi main auto debit aja... sdh 2x kejadian yg sy alami thn lalu Dana sy disunat skrg SPay Later.. 😡,2026-04-17 19:29:44,0
Netflix,Fredrick Wambrauw,3,"saya sangat susah masuk ke TV led. padahal langganan sy aman prabayar, tapi tiba2 saja tidak bisa masuk",2026-04-17 16:22:45,0
Netflix,Halimatu Sadiyah,5,aplikasinya nya bagus,2026-04-17 16:09:24,0
Netflix,Masbagong,1,harus langanan njiirr,2026-04-17 15:20:00,0
Netflix,mohammad arie,1,Setelah update malah buat nonton ngelag.,2026-04-17 13:40:25,0
Netflix,Sukma Nengsi,5,bagus buanget filmnya seruuu,2026-04-17 11:49:43,0
Netflix,Chickengeprekbangrohmani Jagakarsa,5,kerenn,2026-04-17 11:49:28,0
Netflix,ADEX FATAH,4,memuaskan,2026-04-17 11:48:02,0
Netflix,Ajii Pratama,2,"tolong dibenahin lagi, setelah update banyak eps atau drama yg hilang, contoh yg hilang anime one Piece lompatnya langsung jauh, dari arc zou eps 782 langsung lompat arc egghead eps 1089, di arc bigmon dan kaido hilang.",2026-04-17 11:22:21,0
Netflix,Nur Arip,5,terimakasih terimakasih,2026-04-17 03:47:04,0
Netflix,FIKRY FAHRUN FADLY,1,terjadi kesalahan coba lagi beberapa menit. ni aplikasi kocak taayyiilk. udah brp kali masuk ga bisa bisa tllolll,2026-04-17 01:54:42,1
Netflix,St F,5,"mantul netflix, fav film horor indo 😙",2026-04-16 22:49:26,0
Netflix,Raffi Fi,3,eps one piece nya putus,2026-04-16 22:37:17,0
Netflix,Toretto HD,1,"masuk aja pakai uang, aplikasi norak",2026-04-16 19:31:22,1
Netflix,ayu seri Dewi,1,"aplikasinya error parah secara tiba"" ngelagnya tu ngeselin bgt. pdhl memoriku udh free ampe 130 GB trus hp juga baru beli tahun kmarin, aplikasi streaming lain fine"" aja lancar cuma gtw knp Netflix ya malah yg ngelag kzl",2026-04-16 16:04:01,8
Netflix,Dian Alfarisi,5,bagus,2026-04-16 13:35:33,0
Netflix,Rosa Velly,5,Kren Bagus,2026-04-16 13:25:36,0
Netflix,dinda puspita,1,ini kenapa netflix aq gak bisa di buka??? sayang bngt dong udah bayar langganan tp gak bs nonton,2026-04-16 12:06:16,1
Netflix,Ahmad Andy,4,untuk sistemnya bagus dan Hd saat menonton tidak ada kendala saat menonton atau iklan sedikitpun Joss,2026-04-16 11:54:23,2
Netflix,Dhea Hea hea,5,This app makes it easy for me to watch,2026-04-16 11:29:25,0
Netflix,Maryam Maryam,5,aplikasi menonton yg sangat di sukai keluarga,2026-04-16 10:34:21,0
Netflix,Ahmad Habibi,5,bagus,2026-04-16 08:20:54,0
Netflix,nancy amelia,5,"Film ttg keluarga pada umumnya, alur cerita sangat menarik dan riil. sangat layak ditonton bersama keluarga. the best family serial movies #goldendays",2026-04-16 08:12:11,0
Netflix,Muhammad Zikri Ramadhan,5,banyak tontonan yang seru,2026-04-15 23:05:55,0
Netflix,Latifah Asmiharti Siregar,5,bagus banget. . . . happy.. bahagia.. 🥰🤗,2026-04-15 22:25:51,0
Netflix,Dude Rehan p,4,"andai saja netflix mengizinkan screenshot saat nonton video nya, pasti sudah saya kasih bintang 5",2026-04-15 22:24:47,0
Netflix,BeryL,5,toloong...jangan hapus transformers 😭😭 itu favorit sayaaa...,2026-04-15 21:54:00,0
Netflix,Pengguna Google,5,oky,2026-04-15 21:34:47,0
Netflix,hafisah hafisah07,3,kenapa neflix sya GK bisa masuk,2026-04-15 20:42:39,0
Netflix,Rafka Alfarizi,1,mantap,2026-04-15 20:32:08,0
Netflix,Nenadaeni,1,Aku pake tablet Samsung udh bayar gk bisa masuk error' Mulu. Tolong bantuannya minimal uang kembali.,2026-04-15 20:27:56,346
Netflix,Satria Satzz,5,aku sangat suka dengan aplikasi ini,2026-04-15 19:55:03,0
Netflix,Annoe Ano,1,"kirain gratis gk taunya bayar,hapus aja lah gk guna",2026-04-15 19:14:21,0
Netflix,Nazriel Raditya,5,ok dhe,2026-04-15 17:20:23,0
Netflix,亗RɎUẔȺ,1,apa ini sangat mengecewakan,2026-04-15 16:23:48,1
Netflix,Tinah Nga,5,good👍,2026-04-15 14:48:36,0
Netflix,alcatroz 821,3,"tolong kasih opsi dua subtitle sekaligus, mungkin akan sangat berguna bagi mereka yg ingin belajar bahasa inggris",2026-04-15 14:23:48,0
Netflix,balqis fatiha,1,mau log in aja g bisa2 tulisannya terjadi kesalahan coba lagi dlm bbrp menit tp g bisa2 juga. rugi baru aja beli,2026-04-15 13:49:59,0
Netflix,Eli 123,5,mantap,2026-04-15 13:31:52,0
Netflix,Hanifah Mahana,1,"jujur apa aku doang, buka di tab huawei matepad 11.5S gabisa terus udh uninstall download beberapa kali tetep gabisa huh",2026-04-15 13:31:02,9
Netflix,Asiamotorsurabaya,5,Bagus,2026-04-15 09:46:24,0
Netflix,ananda rasti septiyani,4,baik,2026-04-15 09:31:56,0
Netflix,Aray Fold,1,kecewa berlangganan..menu filmnya kurang lengkap....sumpah netflix jelek banget👎kagak lengkap.tidak sesuai ekpektasi.nyesel deh berlangganan.kapooookkkk,2026-04-15 09:22:50,0
Netflix,Muhammad Haykal Hafizh,5,"permisi min sy mau minta refund , saya udaa ga berlangganan tegapi saldo saya otomatis melakukan pembayaran utk premium netflix , tlg responnya ha",2026-04-15 08:52:37,1
Netflix,Go_ Nay,5,"makin hari film yang ditampilkan seru-seru dan banyak banget film nya, harganya pun terjangkau love banget jadi bisa nonton film sepuasnya 🫰🏻🫰🏻",2026-04-15 07:46:39,0
Netflix,Amelia rakana Haerudin,5,mantap,2026-04-15 07:44:04,0
Netflix,shah rizal,5,⭐⭐⭐⭐⭐,2026-04-15 06:01:10,0
Netflix,Ayu wulandari,5,Berlangganan dengan netflix sangat menyenangkan membuat hari hari begitu berwarna dengan hiburan yang di tonton,2026-04-15 03:49:17,0
Netflix,Muhammad Wahyudy s,1,saya sudah batalkan langganan kenapa masih memotong saldo saya?,2026-04-15 00:05:50,0
Netflix,Shintia Eva Pratiwi,1,netflix gimana sih makin hari kok makin ngawurrr udah berhenti langganan masa masih di tarik biaya langganan,2026-04-14 23:54:13,0
Netflix,Mitha Elviyany,1,Tdk bisa di huawei,2026-04-14 20:49:00,0
Netflix,Serpina Adw,1,mau daftar aja susah minta ampun,2026-04-14 20:18:51,0
Netflix,Budi Sulistiyo,5,fun & easy application,2026-04-14 20:10:09,0
Netflix,Alwi Gunawan,3,coba buat kyk youtube yg aplikasinya bisa cast jd remote di tv android,2026-04-14 19:32:25,0
Netflix,Aider Ali,1,Netflix ngga jelas udah tau nanti mau dibayar langganan bulanan ya eh tiba-tiba main Potong aja saldo dana orang pliss ngga usah di download scam ni Netflix,2026-04-14 18:48:22,0
Netflix,Rajab Tamvan,5,syukur,2026-04-14 18:12:06,0
Netflix,fynaziyaadatul,5,sooo gooddd i like it🤩,2026-04-14 18:05:08,0
Netflix,Meysheren Khodijatul,5,"Netflix tetap menjadi platform streaming favorit saya karena kualitas konten orisinalnya yang tidak terkalahkan. Di tahun 2025 ini, koleksi film dan serialnya semakin beragam, mulai dari drama Korea populer hingga film horor lokal yang mencekam. Fitur rekomendasi pribadinya sangat cerdas dalam memahami selera saya, sehingga saya tidak perlu menghabiskan banyak waktu hanya untuk memilih tontonan. Kualitas gambar 4K UHD dan dukungan audio Dolby Vision benar-benar memberikan pengalaman bioskop di r",2026-04-14 16:04:16,0
Netflix,Galoh Candra dewi,1,Netflix oke sih tapi pas udah login malah terjadi kesalahan mulu padahal udah bener padahal mau nonton tapi terjadi kesalahan mulu,2026-04-14 15:08:36,2
Netflix,Rizky Iriana,5,aplikasi ini bagus banget dapat melihat film film yang baru,2026-04-14 14:52:13,0
Netflix,Sakinah Mawaddah,3,"untuk film-film nya oke bgus kualitas HD nya tapi sering error ga bisa login masuk karna bermasalah email dll,, sampai sekarang padahal udh beli untuk satu bulan paket Netflix ga bisa kebuka rugi banget..",2026-04-14 14:18:46,0
Netflix,My Pertamina,1,why can't it be downloaded?,2026-04-14 13:30:57,0
Netflix,teguhg1,1,"gak bisa masuk apk nya harus bayar, percuma download kalo gak langganan gak bakal bisa masuk.",2026-04-14 13:19:41,1
Netflix,amel amel,3,"hallo semuanya🙆🤍, aku baru download Netflix jadi aku ga tau cara pakai nya kalian bisa jelasin ga ke aku gimana cara masuk nya😣🤍",2026-04-14 13:14:25,0
Netflix,Anggi Karmila,1,"kenapasih ga bgt, ga bisa login tunggu beberapa menit mulu bayar mahal langganan mahal tapi gabisa dipake apknya",2026-04-14 12:56:22,1
Netflix,lisna wati,5,good job 😍😍,2026-04-14 11:54:48,0
Netflix,Rian Ardianto,1,Sampah!,2026-04-14 11:12:49,0
Netflix,M Rifati,5,sangat mantap tapi kalo punya teman ku filem nya bahasa Indonesia kalo punya ku filem bahasa Inggris,2026-04-14 10:39:13,1
Netflix,bambang sugiantoro,5,mantul,2026-04-14 10:17:42,0
Netflix,Amie Mampawah,5,suka banget nonton Netflix ❤️❤️❤️,2026-04-14 09:12:49,0
Netflix,afit furohim,1,"baru jalan 10 hari setelah berlangganan 1bulan,akan tetapi setiap mau login/masuk selalu gagal 🥲",2026-04-14 07:20:58,2
Netflix,Andi Bungalia,5,bagus,2026-04-14 04:03:39,0
Netflix,Fariza Azmi,5,bagus untuk nonton film,2026-04-14 00:24:25,0
Netflix,yudhistira yudhistira,2,baru mau download dan langganan tapi pas liat rating nya jelek jadi batall .. im so sorry netflix🙏🙏,2026-04-13 21:38:29,0
Netflix,Yudhi Didi,5,bagus,2026-04-13 21:21:28,0
Netflix,nurlaila herdiyati,1,"gw ga merasa pakai Netflix ga pernah nonton Netflix, tapi di shopeepay selalu ada tagihan netflix tiap bulannya. parah bgt . jelek bgt ini aplikasi. maksa bgt suruh bayar 😡🤬",2026-04-13 20:36:25,2
Netflix,Nick Kristandi,1,kenapa harus berbayar mana kayak maksa lagi pake otak kek buat aplikasi,2026-04-13 20:25:54,0
Netflix,Naila Kamila,4,kok film dan seriesnya banyak yang udh gaada ya. cepat banget gaada padahal keknya baru aja ditambahkan atau perasaanku aja ya karena udah lama ga nonton. terkadang film yang kucari dan mau kutonton gaada disini tapi sesudah kutonton baru film itu muncul disini. kesal jadinya😑,2026-04-13 18:41:10,0
Netflix,Rikwan MD,1,percuma langganan tapi film nya kurang lengkap,2026-04-13 18:25:39,1
Netflix,Megalady,4,bagus sebenernya tapi nggak ada trasformers rescue bots,2026-04-13 15:30:14,0
Netflix,Mega Ayu,3,apk ny gak kebuka2 padahal udah uninstal ttp aj gak kebuka?? ada yg tau gak ya itu kenapa??,2026-04-13 12:33:03,0
Netflix,Abu Saka,1,makin gajelas,2026-04-13 09:59:21,0
Netflix,Aksan Tera,1,apk tidak jelas di suru daftar ulang² terus habis uang gua,2026-04-13 06:58:01,0
Netflix,Faqih Alfinli,3,"muter muter terus pasadal jaringan stabil,males bgt pake aplikasi ini",2026-04-13 01:23:55,0
Netflix,Raihana Qonitha,5,"bener bener bisa diandalkan!, seneng banget pihak Netflix nya gercep, dan filmnya juga keren, banyak pilihan busa download offline lagi. dijamin kalo ada kendala pasti mereka benar benar gerak cepat!",2026-04-12 22:15:03,11
Netflix,aji pathin akbar,1,"Please, hear it netflix. why you so bad now? kalau begini cara nya, saya berhenti menjadi pelanggan setia anda, dan akan memilih platform lain yang tetap mengutamakan kenyamanan pelanggan.",2026-04-12 21:36:07,0
Netflix,XI MIPA 6 Muhammad Naufal Navis,1,"ngeselin bgt pas mau login ada tulisan ""terjadi kesalahan.silakan coba lagi beberapa menit"" gitu mulu jadi ngga mood mau nonton. pls deh banyak juga user yg mengeluhkan itu mohon diperbaiki",2026-04-12 20:53:36,9
Netflix,Ary Soe,2,selalu harus install ulang dulu baru aplikasinya bisa terbuka,2026-04-12 19:36:04,0
Netflix,Nayla Arnelita,1,udah berhenti langganan juga tetep aja saldo ke sedot,2026-04-12 18:21:49,0
Netflix,Nurr Hasanah,5,no error,2026-04-12 17:54:16,0
Netflix,Khalila Alazka,1,ini gimana sih mau login aja ribet pake segala kesini harus ini itu ribet banget dah,2026-04-12 16:27:58,0
Netflix,ade Miftahudin,1,sudah berhenti berlanggnan mash kena dipotong haduh,2026-04-12 15:49:37,0
Netflix,Althea dea ratu daniela,1,mau login susah bangt mesti milih paket dlu.. makin kesini makin ribet!,2026-04-12 14:45:34,0
Netflix,nda. su01,1,sangat tidak rekomen langsung uninstall gw,2026-04-12 14:06:33,0
Netflix,Arina Mastura,4,"aplikasinya seru banyak yang di tonton, tapi tolong banyakin lagi film India nya, balikin lagi film nya seru"" padahal, makasih semoga di baca.",2026-04-12 13:14:26,3
Netflix,PØSEIDØNcrew,1,ga bisa dibuka setelah berlangganan pehhh... semoga ada kejelasan ntah perusahaan anda yg lgsg bangkrut atau hancur pelan². ini termasuk penipuan ya . aplikasi sering TDK bisa di akses .,2026-04-12 11:30:07,1
Netflix,Yovelin Revayah Naibaho,5,movie cool😎😎,2026-04-12 11:15:47,0
Netflix,Nurul Muna,1,knp ya pada saat login malah ngk bisa?,2026-04-12 10:50:34,0
Netflix,Nur Arisha Qirani,2,pls neftlix jangan di hapus film² lama kayak trolls band aku suka nonton ituu 😭😭,2026-04-12 04:59:16,0
Netflix,fifi luthfiah,1,eh Netflix beneran dikit napa kirim nya jangan ke email orang lain giliran emailku gabisa🫩😡,2026-04-12 00:32:51,0
Netflix,Resa Resaldi,1,aplikasi asuhh seenaknya menarik uang sendiri di rekening pokoknya nyesal yang download app ini jangan ada yang mau di bodohin,2026-04-11 23:35:50,0
Netflix,Alin Anindita,1,Black screen,2026-04-11 22:34:36,0
Netflix,Huawei Bersama,5,Murahin lg pasti tambah banyak yang pake,2026-04-11 22:18:57,0
Netflix,Wan,1,merepotkan pilih paket yang mahal biar bisa rame rame nonton malah di persulit. sial kali ini aplikasi,2026-04-11 22:07:20,0
Netflix,Maulana 01,1,ini sangat cocok untuk Anda para penggemar NETFLIX,2026-04-11 21:55:42,0
Netflix,Chinatsu Kano,5,"buat orang yang ngomong kalo netflix aplikasi jlk karna film ga lengkap,(gini ya men,kalo serial original Netflix ya ada dan gabakal ilang,kecuali serial dari non Netflix kaya Dexter welcome to dery dll,pihak netflix juga kalo mau ngenayangin film nya harus bayar ke.studio yang punya film macam hbo atau Paramount,jadi ya ga ada jg Netflix nulis kalo semua film ada,yang dia tulis cuma lengkap",2026-04-11 21:05:04,12
Netflix,Pengguna Google,5,keren,2026-04-11 19:34:22,0
Netflix,Asda Wilis,5,Aplikasi yang bagus dan sangat membantu,2026-04-11 18:56:27,0
Netflix,Kafka chandra Winata,1,aplikasi tidak bisa di login nin padahal sudah bayar ini bagaimana admin gak becus banget pengen duit nya doang aplikasi nya tidak dibenahi sama sekali,2026-04-11 18:38:15,1
Netflix,Arya Putri,1,error terus pas mau login,2026-04-11 15:50:33,0
Netflix,Sri Mukti Wahyuningsih,3,Setiap buka aplikasi Netflix koq mesti kosong ya kenapa gak muncul,2026-04-11 15:44:16,0
Netflix,Natalia Maret,2,"bnyk film yg ga ada di Netflix,apa yg di cari selalu ga ada,,yg baru maupun yg lama kebanyakan Indonesia yg ada,,seperti Drakor dan film Holywood ,dan film India ga ada ,,percuma berbayar kalah sama yg gratis,",2026-04-11 15:24:57,2
Netflix,M satria Murdani,1,bintang satu terlalu banyak buat aplikasi kaya gini,2026-04-11 12:58:09,0
Netflix,gilang riski,1,server sering error jadi percuma paketin tiap bulan.. gak kepake.,2026-04-11 12:43:45,1
Netflix,athyajaa (thyaa`),1,"apa2 bayar, daftar aja nunggu bayar dlu baru masuk. emng gila ini aplikasi",2026-04-11 11:20:20,0
Netflix,dila luph,5,Langsung uninstal aplikasi karna ga jelas mau langganan mesti pake cc,2026-04-11 10:14:39,0
Netflix,Sayyid Hanief,1,gagal login terus,2026-04-11 10:00:38,0
Netflix,Hofman Hakim,1,Kenapa saldo terpotong trus untuk berlangganan? padahal sudah di cancel.,2026-04-11 09:14:01,0
Netflix,Dedeh Kurniasih,5,gileee bagus bener nih aplikasi😋 jangan lupa bikin animasi yang buat steel ball run loh ya😋,2026-04-11 09:00:01,0
Netflix,Siti Mariana,1,apasihh udah pake gmail tetep ga bisa bulak balik tetep ga bisa harus masukin kode lah ini lah itu lah,2026-04-11 08:48:46,2
Netflix,Its Me,1,sangat buruk,2026-04-11 08:20:58,0
Netflix,Vemas Yoga Adriansyah,1,kebanyakan film/series jomok,2026-04-11 06:02:25,0
Netflix,adyba Gozent Sisentia,1,untu melanjutkan pebayaran menurut saya di persulit ketika sudah bisa dibayar apk ya enggak bisa di gunain,2026-04-11 05:02:39,1
Netflix,Ruxhin,1,plis kasi tau cara balikin dana otomatis langganan duit buat makan itu,2026-04-11 04:50:59,0
Netflix,Giselle Belline,5,ribet masuk,2026-04-11 01:00:26,0
Netflix,ALIYA SHOFIA,5,"SUKAKKKKK, I LOVE YOU NETFLIXXXX 💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘",2026-04-10 22:34:48,0
Netflix,Blackhand 19,3,Kenapa tidak bisa di play meski sudah di download.. tolong penjelasanya,2026-04-10 22:32:25,2
Netflix,DAVID OKTAVIAN,1,Video nnya suka macet macet endak enak kalau di tonton,2026-04-10 22:21:41,0
Netflix,Bayu Hardianto,5,"Sejauh ini aplikasinya Oke, sih. Download Netflix karena mau nonton film'nya Studio Ghibli & SORE : Istri Dari Masa Depan, juga film² lain yang ada Sheila Dara Aisha-nya :) Tolong terus tingkatkan user experience dan keamanan aplikasi. Terima kasih.",2026-04-10 21:55:42,0
Netflix,Maria Magdalena,4,"Pagi di 10 April 2026, tiba-tiba hp saya hilang gambar, tidak bisa menampilkan video netflix tapi suaranya ada. Sebelumnya tidak pernah terjadi hal seperti ini. Saya heran.. Apakah ada bug dalam aplikasi ini atau justru di ponsel saya ya? Handphone saya Tecno Spark 20 Pro",2026-04-10 20:48:41,7
Netflix,KOA La,1,"login benerin, ""Terjadi kesalahan"" terus kocak",2026-04-10 20:17:15,1
Netflix,Oktaviane Karundeng,3,film kurang baru,2026-04-10 19:33:34,0
Netflix,Bintang Bersinar,1,katanya ada film nobody dan beekeper... kok gak ada di Indonesia,2026-04-10 19:16:15,0
Netflix,awa cawasalwa,1,tidak berguna,2026-04-10 15:21:43,0
Netflix,Qonia Rahma,1,"💩..sudah bayar bulanan, tapi lemoooooootttttttt ,gk bisa dibuka buat nonton. 💩💩 tolong diperbaiki",2026-04-10 15:10:22,0
Netflix,Dara Az,1,"Sekarang buat login aja susah, terjadi kesalahan mulu padahal sinyal bagus, email sama pw jg udah bener.",2026-04-10 14:32:08,2
Netflix,Adnan Kusuma,5,saya sangat puas dengan aplikasi ini saya bisa nonton apapun,2026-04-10 13:01:31,0
Netflix,Haenul Putra Bulukumba,3,"Semakin sulit buat lihat film sebelum daftar bulanan, mau buat naftar login dulu baru lihat film 🤦sulit, lebih baik ""merl movie"" 👍🏽lihat film dulu baru daftar bulanan",2026-04-10 09:28:13,0
Netflix,siti aisyah,4,gw udah langganan demi konser bts tpi malah ngeblur dramanya juga ngeblur capek deh 😏😏😏,2026-04-10 06:57:48,0
Netflix,Sumatra Utara,5,bagus buat nonton film lengkap seru di jamin tidak bosan,2026-04-10 05:28:41,0
Netflix,Fikar 16,1,login sangat sulit,2026-04-10 03:40:17,0
Netflix,dea dwip,1,apaan mau daftar malah di suruh langganan dulu aneh,2026-04-10 02:34:21,0
Netflix,Lisa,1,penarikan dana tanpa konfirmasi sangat meresahkan,2026-04-09 22:46:18,0
Netflix,Fitri Iskandar,5,oke,2026-04-09 22:11:02,0
Netflix,Khodijah 00,1,daftar aja mau pakai bayar jelek banget aplikasi nya.,2026-04-09 21:48:25,0
Netflix,Eka Apriani,1,apk aneh bisa nya mempersulit ntar sepi bingung sendiri,2026-04-09 21:36:25,4
Netflix,Akbar Surya Ferdiansyah,1,"gimana mau nonton, pas daftar aja malah susah banget, ga bisa masuk, ANEH",2026-04-09 19:47:14,4
Netflix,Dian Okta A.,1,sudah bayar langganan tapi ga bisa masuk,2026-04-09 18:36:21,0
Netflix,ayyimee,1,"balikin uang ku please, jangan di ambil mau batalin netflix pun susah bngt",2026-04-09 17:25:55,0
Netflix,clarissa prawiro,2,"napa netflix skrng lemot yak, parah hampir kurang lebih tiap 10 mnt an bufering mulu alias loading mulu muter² pdhl sdh pake wifi paling kencang, hadeehhhh",2026-04-09 14:31:52,0
Netflix,Sulaiman Ajj,1,"aplikasi g guna BKN soal film TPI soal potongan otomatis seenak jidad dia,mending aplikasi lain ajalah dari pada ini,bagi yg blm daftar jgn dech pemotongan otomatis klw g pakai akun dana atw pembayaran yg BKN utama punya mu soalnya ribet nanti itu aja saran q",2026-04-09 13:18:49,0
Netflix,Supryadi Casablanca,1,"pemotongan otomatis g bisa di hilangkan, mw g mw uninstall",2026-04-09 13:10:50,0
Netflix,Juliyanti,4,baru bergabung. belum tahu harus nulis apa. semoga sesuai harapan,2026-04-09 12:15:26,0
Netflix,Lasmaria Tambunan,5,Terjalankan,2026-04-09 11:36:02,0
Netflix,Tia Taf,5,"Thank you for returning my funds, the process was very easy, thank you very much, I am very happy.",2026-04-09 11:08:00,0
Netflix,Endang Rianti,1,"jelek banget, aku udh bayar langganan sebulan tpi gbisa buat nonton apa apa, semua nya loadingggg🥴🥴🥴🥴🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",2026-04-09 10:07:38,0
Netflix,Jonbobie,5,aplikasi bagus. cuma iuran nya mahal.,2026-04-08 22:29:07,0
Netflix,Nur Hastanti,5,netflix sangat bagus,2026-04-08 21:48:02,0
Netflix,Alya Ardiana,4,"tambahin one piece arc wano pls, sayang bngt banyak yg nonton tp tu arc nya ga ada",2026-04-08 21:44:15,0
Netflix,Asyifa s Izzati,2,"makin lama film film terbaru nya ga lengkap, males",2026-04-08 21:23:44,0
Netflix,Sm A05,4,lumayan bgus tpi haduh byk iklann nya,2026-04-08 21:18:30,0
Netflix,Johni RUN Purba,4,Bagus iklannya tidak ada,2026-04-08 20:44:15,0
Netflix,Azka Yra,5,syukaaa bgt nnton dsni,2026-04-08 19:38:22,0
Netflix,reza kiting,1,"Aplikasi setelah di Download pada Hp Samsung A20, tidak dapat di Hapus. Bahkan tidak ada pilihan Uninstall, baik dr pengaturan Hp (Aplikasi), atau dr Playstore nya juga. Maksa banget biar terus pakai ini Apk",2026-04-08 18:29:08,1
Netflix,Fauziahn2 Sahab,1,begadang,2026-04-08 11:30:36,0
Netflix,Alzena Raihanah Salsabila,1,gak bisa masuk padahal udah bayar,2026-04-07 22:52:31,0
Netflix,Azzam Azam,1,"saya sudah membayar langganan tetapi Netflix tidak bisa dibuka,dan bulan lainnya saya sudah berhenti langganan tetapi duitnya masih ikut kesedot padahal saya tidak pernah berlangganan di aplikasi lain saya berlangganan cuman di Netflix",2026-04-07 21:53:24,8
Netflix,Ardian tiket,5,Baguss👍🏻,2026-04-07 21:40:06,0
Netflix,Ilham com,1,sering bug gk bisa dibuka,2026-04-07 21:37:25,0
Netflix,Near River,1,ini yg bermasalah Netflix apa Telkomsel sih? kata Telkomsel disuruh hubungi pihak Netflix. kenapa saya tidak bisa monton padahal sudah bayar Rp65.000??,2026-04-07 20:28:33,1
Netflix,Vidi Hapriyadi,1,ribett daftarNy. uninstal!!!!!!!,2026-04-07 19:54:20,0
Netflix,Eko Mario,1,filmnya jelek jelek ga ada yang bagus,2026-04-07 19:04:17,0
Netflix,ABBYBAIK117,5,"sejauh ini ini aplikasi bagus dan langganan perbulannya murah di bawah seratus dan allhamdulillah aku puas karna banyak pilihan film,series,dan masih banyak lainnya dan mungkin itu aja sih",2026-04-07 18:35:01,0
Netflix,Yasmin laquisha73,1,"knp si cuma pengen bikin akun baru susah banget, suru buka gmail tapi pas pencet link yang di kasi malah gada apa"" di browser nya kesel bngt cuma mau bikin akun di bikin susah gitu padahal jaringan bagus",2026-04-07 18:22:41,4
Netflix,Ferdy Silvera_666,3,Aplikasi For Watching Film2 Kerrreennn Terbaik No. 1 Di Dunia .!! 👌💯😎 But Why Sejak Awal Juni 2025 Film2 HORROR Baru Yang Tayang Kualitas'nya Jelek2 Semua .!?? Please Tambahkan Segera Film2 HORROR INDONESIA TERBARU Seperti => SANTET - DOSA DIATAS DOSA ( 2026 ) + JANUR IRENG ( 2026 ) + THE HOLE ( 2026 ) + ALAS ROBAN ( 2026 ) + QORRIN 2 ( 2026 ) + AGAK LAEN 2 - MENYALA PANTIKU ( 2026 ) + MALAM 3 YAASINAN ( 2026 ) + KAFIR - GERBANG SUKMA ( 2026 ) + KUYANK ( 2026 ) & GHOST IN THE CELL (2026 ) ✌🗿,2026-04-07 18:13:54,1
Netflix,Syifa Salsabila,1,masak ga bisa login sih,2026-04-07 17:04:18,0
Netflix,belalang sembah,1,"apasi netflix sekarang, baru beli paket gak bisa masuk akun terjadi kesalahan terus",2026-04-07 16:59:18,1
Netflix,Supri “Yzn”,2,ga bisa masuk susah jirr😹😹,2026-04-07 16:51:38,0
Netflix,Hendri Hadiwijaya,2,kasih dua krn blm ada tanggapan 🙏🏻,2026-04-07 14:47:34,0
Netflix,Mustaming Kece,5,download Netflix cuma buat nonton uang Panai 2😭,2026-04-07 10:28:54,0
Netflix,Rendi Kehed28,1,"aplikasi gk jelas, masukan sandi aja gk bisa",2026-04-07 06:59:03,2
Netflix,Acha Acha,2,"masa saya baru mau masuk di suruh bayar,mana kagak bisa di batalkan lagi",2026-04-07 06:23:24,0
Netflix,syahrizal 354,1,tak jelas masuk nya udah masuk email malah di suruh masuk email lagi,2026-04-07 02:01:14,0
Netflix,Okviano Ufi,1,banyak masalah aplikasinya,2026-04-06 22:17:32,0
Netflix,M mukhlis,1,mau bayar aja lewat dana susah bjirrrr,2026-04-06 21:19:29,0
Netflix,Saitama Botak Pisan 1,5,ok,2026-04-06 19:56:32,0
Netflix,Fans Madrista,5,baik,2026-04-06 19:27:53,0
Netflix,Alfian nur Hidayah,5,keren,2026-04-06 10:49:31,0
Netflix,Chika,5,Bagus banget aku suka,2026-04-06 10:31:28,0
Netflix,Dennis Sardar,1,tidak bisa buka disamsung tab...masa terdeteksi 3 perangkat,2026-04-06 09:03:45,1
Netflix,Ida Khaira,1,"Aplikasi Model apa ini,baru mau daftar aja sudah susah bgt untuk buka link nya",2026-04-06 08:15:03,0
Netflix,Jimmy Winata,4,Nice app..,2026-04-06 06:48:20,0
Netflix,Kuro Shiro,1,mana sbr eps 2 mana sbr eps 2 mana njir,2026-04-06 01:09:06,0
Netflix,Khiary 69,5,netflix memberikan hiburan keluarga lewat film drama yg menghibur dgn kualitas yg prima pokonya woke,2026-04-05 23:35:47,0
Netflix,Louis Andrean,4,"tolong lah kalau login jangan di persulit, email sama password udah benar tapi tetap gabisa login.",2026-04-05 22:21:20,0
Netflix,Ilham Iman Prayogi,3,"Harus bngt kah di persulit setiap mau masuk/login apk ini, baru fist time aku mau coba, udah seexcited ini tapi malah di giniin, Mantap pol ni apk, hadeuhhhh",2026-04-05 21:34:23,1
Netflix,Melan Damiati,5,film nya bagus keren,2026-04-05 20:41:49,0
